time,node_a,node_b,datetime
140220,311,496,2013-06-25 14:57:00
140220,265,804,2013-06-25 14:57:00
140220,335,762,2013-06-25 14:57:00
140280,335,762,2013-06-25 14:58:00
140360,804,938,2013-06-25 14:59:20
140380,804,938,2013-06-25 14:59:40
140400,804,938,2013-06-25 15:00:00
140420,804,938,2013-06-25 15:00:20
140440,804,938,2013-06-25 15:00:40
140480,311,496,2013-06-25 15:01:20
140500,311,496,2013-06-25 15:01:40
140520,804,938,2013-06-25 15:02:00
140520,311,496,2013-06-25 15:02:00
140540,804,938,2013-06-25 15:02:20
140540,311,496,2013-06-25 15:02:20
140580,311,496,2013-06-25 15:03:00
140600,311,496,2013-06-25 15:03:20
140600,80,771,2013-06-25 15:03:20
140620,804,938,2013-06-25 15:03:40
140620,311,496,2013-06-25 15:03:40
140660,311,496,2013-06-25 15:04:20
140680,222,826,2013-06-25 15:04:40
140680,311,496,2013-06-25 15:04:40
140960,154,499,2013-06-25 15:09:20
140980,120,494,2013-06-25 15:09:40
140980,154,499,2013-06-25 15:09:40
141000,120,494,2013-06-25 15:10:00
141020,222,826,2013-06-25 15:10:20
141180,95,265,2013-06-25 15:13:00
141200,95,265,2013-06-25 15:13:20
141220,95,265,2013-06-25 15:13:40
141380,120,819,2013-06-25 15:16:20
141600,153,271,2013-06-25 15:20:00
141620,172,196,2013-06-25 15:20:20
141620,153,271,2013-06-25 15:20:20
141640,153,271,2013-06-25 15:20:40
141660,120,819,2013-06-25 15:21:00
141660,153,271,2013-06-25 15:21:00
141680,120,819,2013-06-25 15:21:20
141680,153,271,2013-06-25 15:21:20
141680,63,481,2013-06-25 15:21:20
141700,153,271,2013-06-25 15:21:40
141700,63,481,2013-06-25 15:21:40
141720,153,271,2013-06-25 15:22:00
141740,153,271,2013-06-25 15:22:20
141760,153,271,2013-06-25 15:22:40
141780,804,938,2013-06-25 15:23:00
141780,153,271,2013-06-25 15:23:00
141820,185,265,2013-06-25 15:23:40
141840,185,265,2013-06-25 15:24:00
141840,63,481,2013-06-25 15:24:00
141860,63,481,2013-06-25 15:24:20
141880,120,819,2013-06-25 15:24:40
141900,120,819,2013-06-25 15:25:00
141920,120,819,2013-06-25 15:25:20
141940,120,819,2013-06-25 15:25:40
141960,120,819,2013-06-25 15:26:00
141960,35,845,2013-06-25 15:26:00
141960,153,271,2013-06-25 15:26:00
141980,120,819,2013-06-25 15:26:20
142000,153,271,2013-06-25 15:26:40
142020,265,826,2013-06-25 15:27:00
142080,63,481,2013-06-25 15:28:00
142100,153,154,2013-06-25 15:28:20
142180,63,481,2013-06-25 15:29:40
142340,120,819,2013-06-25 15:32:20
142540,240,938,2013-06-25 15:35:40
142560,240,938,2013-06-25 15:36:00
143300,102,762,2013-06-25 15:48:20
143560,172,196,2013-06-25 15:52:40
143900,17,875,2013-06-25 15:58:20
143980,120,172,2013-06-25 15:59:40
144000,120,172,2013-06-25 16:00:00
144020,17,335,2013-06-25 16:00:20
144060,17,335,2013-06-25 16:01:00
144100,17,335,2013-06-25 16:01:40
144120,17,335,2013-06-25 16:02:00
144220,172,196,2013-06-25 16:03:40
144220,17,335,2013-06-25 16:03:40
144240,172,196,2013-06-25 16:04:00
144240,17,335,2013-06-25 16:04:00
144280,48,875,2013-06-25 16:04:40
144300,17,335,2013-06-25 16:05:00
144320,17,335,2013-06-25 16:05:20
144540,194,311,2013-06-25 16:09:00
144580,17,762,2013-06-25 16:09:40
144600,17,762,2013-06-25 16:10:00
144660,194,311,2013-06-25 16:11:00
144680,194,311,2013-06-25 16:11:20
144700,194,311,2013-06-25 16:11:40
144720,194,311,2013-06-25 16:12:00
144740,194,311,2013-06-25 16:12:20
144780,194,311,2013-06-25 16:13:00
144800,194,311,2013-06-25 16:13:20
144820,194,311,2013-06-25 16:13:40
144980,120,494,2013-06-25 16:16:20
145000,205,311,2013-06-25 16:16:40
145040,240,938,2013-06-25 16:17:20
145040,311,819,2013-06-25 16:17:20
145060,153,271,2013-06-25 16:17:40
145080,240,938,2013-06-25 16:18:00
145100,205,819,2013-06-25 16:18:20
145120,311,496,2013-06-25 16:18:40
145120,95,496,2013-06-25 16:18:40
145120,205,819,2013-06-25 16:18:40
145140,95,223,2013-06-25 16:19:00
145160,95,223,2013-06-25 16:19:20
145340,223,819,2013-06-25 16:22:20
145360,223,819,2013-06-25 16:22:40
145380,223,819,2013-06-25 16:23:00
145400,223,496,2013-06-25 16:23:20
145420,223,819,2013-06-25 16:23:40
145420,153,271,2013-06-25 16:23:40
145460,223,819,2013-06-25 16:24:20
145460,223,496,2013-06-25 16:24:20
145480,223,819,2013-06-25 16:24:40
145500,223,819,2013-06-25 16:25:00
145520,223,819,2013-06-25 16:25:20
145520,223,496,2013-06-25 16:25:20
145540,223,819,2013-06-25 16:25:40
145540,223,496,2013-06-25 16:25:40
145540,150,481,2013-06-25 16:25:40
145560,223,819,2013-06-25 16:26:00
145580,223,819,2013-06-25 16:26:20
145600,223,819,2013-06-25 16:26:40
145600,223,496,2013-06-25 16:26:40
145680,311,496,2013-06-25 16:28:00
145680,223,496,2013-06-25 16:28:00
145700,223,496,2013-06-25 16:28:20
145720,223,496,2013-06-25 16:28:40
145720,153,271,2013-06-25 16:28:40
145740,223,496,2013-06-25 16:29:00
145760,223,496,2013-06-25 16:29:20
145780,223,496,2013-06-25 16:29:40
145800,153,492,2013-06-25 16:30:00
145820,223,819,2013-06-25 16:30:20
145820,223,496,2013-06-25 16:30:20
145820,153,492,2013-06-25 16:30:20
145840,223,496,2013-06-25 16:30:40
145860,223,496,2013-06-25 16:31:00
145860,223,819,2013-06-25 16:31:00
145880,223,496,2013-06-25 16:31:20
145900,223,819,2013-06-25 16:31:40
145900,223,496,2013-06-25 16:31:40
145920,223,819,2013-06-25 16:32:00
145920,223,496,2013-06-25 16:32:00
145940,223,819,2013-06-25 16:32:20
145960,223,819,2013-06-25 16:32:40
145980,223,819,2013-06-25 16:33:00
145980,223,496,2013-06-25 16:33:00
146000,223,819,2013-06-25 16:33:20
146060,223,496,2013-06-25 16:34:20
146080,223,819,2013-06-25 16:34:40
146080,223,496,2013-06-25 16:34:40
146080,120,494,2013-06-25 16:34:40
146100,223,496,2013-06-25 16:35:00
146100,223,819,2013-06-25 16:35:00
146120,496,819,2013-06-25 16:35:20
146140,120,494,2013-06-25 16:35:40
146160,496,819,2013-06-25 16:36:00
146180,496,819,2013-06-25 16:36:20
146300,223,496,2013-06-25 16:38:20
146320,223,496,2013-06-25 16:38:40
146640,153,271,2013-06-25 16:44:00
146740,153,271,2013-06-25 16:45:40
146780,153,271,2013-06-25 16:46:20
146800,153,271,2013-06-25 16:46:40
146860,153,271,2013-06-25 16:47:40
146880,153,271,2013-06-25 16:48:00
146980,153,271,2013-06-25 16:49:40
147060,153,271,2013-06-25 16:51:00
147080,153,271,2013-06-25 16:51:20
147200,153,271,2013-06-25 16:53:20
147220,153,271,2013-06-25 16:53:40
147240,153,271,2013-06-25 16:54:00
147280,268,845,2013-06-25 16:54:40
147380,153,271,2013-06-25 16:56:20
147400,153,271,2013-06-25 16:56:40
147420,153,271,2013-06-25 16:57:00
147440,153,271,2013-06-25 16:57:20
147480,153,271,2013-06-25 16:58:00
147580,153,271,2013-06-25 16:59:40
147740,118,209,2013-06-25 17:02:20
147900,265,826,2013-06-25 17:05:00
147900,153,271,2013-06-25 17:05:00
147920,265,826,2013-06-25 17:05:20
148000,265,826,2013-06-25 17:06:40
148020,265,826,2013-06-25 17:07:00
148220,265,826,2013-06-25 17:10:20
148240,265,826,2013-06-25 17:10:40
148260,265,826,2013-06-25 17:11:00
148280,265,826,2013-06-25 17:11:20
148300,265,826,2013-06-25 17:11:40
148320,265,826,2013-06-25 17:12:00
148340,265,826,2013-06-25 17:12:20
148380,153,271,2013-06-25 17:13:00
148400,153,271,2013-06-25 17:13:20
148420,153,271,2013-06-25 17:13:40
148420,131,826,2013-06-25 17:13:40
148440,265,826,2013-06-25 17:14:00
148480,131,826,2013-06-25 17:14:40
148500,153,271,2013-06-25 17:15:00
148520,153,271,2013-06-25 17:15:20
148560,153,271,2013-06-25 17:16:00
148640,153,271,2013-06-25 17:17:20
148660,153,271,2013-06-25 17:17:40
148680,153,271,2013-06-25 17:18:00
148700,153,271,2013-06-25 17:18:20
148760,153,271,2013-06-25 17:19:20
148780,153,271,2013-06-25 17:19:40
148800,153,271,2013-06-25 17:20:00
148840,35,826,2013-06-25 17:20:40
148880,153,987,2013-06-25 17:21:20
148900,271,492,2013-06-25 17:21:40
148900,153,271,2013-06-25 17:21:40
148920,153,271,2013-06-25 17:22:00
148940,153,271,2013-06-25 17:22:20
149020,15,223,2013-06-25 17:23:40
149100,153,271,2013-06-25 17:25:00
149120,15,223,2013-06-25 17:25:20
149140,15,223,2013-06-25 17:25:40
149160,15,223,2013-06-25 17:26:00
149160,153,271,2013-06-25 17:26:00
149180,15,223,2013-06-25 17:26:20
149200,15,223,2013-06-25 17:26:40
149260,153,271,2013-06-25 17:27:40
149280,153,271,2013-06-25 17:28:00
149300,153,271,2013-06-25 17:28:20
149320,194,311,2013-06-25 17:28:40
149320,153,271,2013-06-25 17:28:40
149340,153,271,2013-06-25 17:29:00
149360,153,271,2013-06-25 17:29:20
149380,153,271,2013-06-25 17:29:40
149400,194,242,2013-06-25 17:30:00
149400,153,271,2013-06-25 17:30:00
149420,153,271,2013-06-25 17:30:20
149440,153,271,2013-06-25 17:30:40
149460,153,271,2013-06-25 17:31:00
149480,153,271,2013-06-25 17:31:20
149500,153,271,2013-06-25 17:31:40
149520,153,271,2013-06-25 17:32:00
149540,153,271,2013-06-25 17:32:20
149560,153,271,2013-06-25 17:32:40
149580,153,271,2013-06-25 17:33:00
149640,153,271,2013-06-25 17:34:00
149660,153,271,2013-06-25 17:34:20
149680,153,271,2013-06-25 17:34:40
149700,153,271,2013-06-25 17:35:00
149720,153,271,2013-06-25 17:35:20
149740,194,311,2013-06-25 17:35:40
149740,153,271,2013-06-25 17:35:40
149760,153,271,2013-06-25 17:36:00
149780,194,311,2013-06-25 17:36:20
149780,153,271,2013-06-25 17:36:20
149800,153,271,2013-06-25 17:36:40
149820,15,95,2013-06-25 17:37:00
149820,153,271,2013-06-25 17:37:00
149840,15,95,2013-06-25 17:37:20
149840,153,271,2013-06-25 17:37:20
149860,15,95,2013-06-25 17:37:40
149860,153,271,2013-06-25 17:37:40
149880,15,95,2013-06-25 17:38:00
149900,15,95,2013-06-25 17:38:20
149920,15,95,2013-06-25 17:38:40
149920,153,271,2013-06-25 17:38:40
149940,15,95,2013-06-25 17:39:00
149960,15,95,2013-06-25 17:39:20
149980,15,95,2013-06-25 17:39:40
150000,15,95,2013-06-25 17:40:00
150020,15,95,2013-06-25 17:40:20
150020,153,271,2013-06-25 17:40:20
150020,63,481,2013-06-25 17:40:20
150080,153,271,2013-06-25 17:41:20
150100,153,271,2013-06-25 17:41:40
150120,153,271,2013-06-25 17:42:00
150120,63,481,2013-06-25 17:42:00
150160,63,481,2013-06-25 17:42:40
150220,153,271,2013-06-25 17:43:40
150240,153,271,2013-06-25 17:44:00
150260,153,271,2013-06-25 17:44:20
150380,153,271,2013-06-25 17:46:20
150400,153,271,2013-06-25 17:46:40
150440,153,271,2013-06-25 17:47:20
150500,153,271,2013-06-25 17:48:20
150520,153,271,2013-06-25 17:48:40
150540,153,271,2013-06-25 17:49:00
150560,153,271,2013-06-25 17:49:20
150580,153,271,2013-06-25 17:49:40
150600,153,271,2013-06-25 17:50:00
150640,153,271,2013-06-25 17:50:40
150660,153,271,2013-06-25 17:51:00
150680,153,271,2013-06-25 17:51:20
150720,153,271,2013-06-25 17:52:00
150920,751,778,2013-06-25 17:55:20
150920,17,335,2013-06-25 17:55:20
151000,154,271,2013-06-25 17:56:40
151000,153,271,2013-06-25 17:56:40
151020,154,271,2013-06-25 17:57:00
151020,153,154,2013-06-25 17:57:00
151100,153,154,2013-06-25 17:58:20
151140,153,499,2013-06-25 17:59:00
151140,120,196,2013-06-25 17:59:00
151160,154,271,2013-06-25 17:59:20
151160,153,499,2013-06-25 17:59:20
151200,153,154,2013-06-25 18:00:00
151220,154,271,2013-06-25 18:00:20
151220,153,154,2013-06-25 18:00:20
151240,154,271,2013-06-25 18:00:40
151280,154,271,2013-06-25 18:01:20
151440,153,154,2013-06-25 18:04:00
151460,153,154,2013-06-25 18:04:20
151500,153,154,2013-06-25 18:05:00
151500,154,492,2013-06-25 18:05:00
151500,123,253,2013-06-25 18:05:00
151560,123,253,2013-06-25 18:06:00
151600,123,253,2013-06-25 18:06:40
151640,242,311,2013-06-25 18:07:20
151640,154,492,2013-06-25 18:07:20
151640,123,253,2013-06-25 18:07:20
151660,154,492,2013-06-25 18:07:40
151700,154,492,2013-06-25 18:08:20
151720,154,492,2013-06-25 18:08:40
151740,154,492,2013-06-25 18:09:00
151780,242,311,2013-06-25 18:09:40
151780,153,154,2013-06-25 18:09:40
151780,154,492,2013-06-25 18:09:40
151800,153,154,2013-06-25 18:10:00
151820,153,154,2013-06-25 18:10:20
151840,153,154,2013-06-25 18:10:40
151860,153,154,2013-06-25 18:11:00
151920,275,285,2013-06-25 18:12:00
151980,79,285,2013-06-25 18:13:00
152000,120,494,2013-06-25 18:13:20
152020,120,494,2013-06-25 18:13:40
152460,448,533,2013-06-25 18:21:00
152480,448,533,2013-06-25 18:21:20
152680,119,533,2013-06-25 18:24:40
152680,119,448,2013-06-25 18:24:40
152700,119,533,2013-06-25 18:25:00
152700,119,448,2013-06-25 18:25:00
152720,119,448,2013-06-25 18:25:20
152760,448,533,2013-06-25 18:26:00
152780,448,533,2013-06-25 18:26:20
152800,271,533,2013-06-25 18:26:40
152820,271,533,2013-06-25 18:27:00
203900,39,113,2013-06-26 08:38:20
203920,39,113,2013-06-26 08:38:40
204360,29,120,2013-06-26 08:46:00
204500,79,123,2013-06-26 08:48:20
204520,79,123,2013-06-26 08:48:40
204520,211,778,2013-06-26 08:48:40
204540,79,123,2013-06-26 08:49:00
204540,273,778,2013-06-26 08:49:00
204560,79,123,2013-06-26 08:49:20
204580,79,123,2013-06-26 08:49:40
204580,268,778,2013-06-26 08:49:40
204600,79,123,2013-06-26 08:50:00
204620,79,123,2013-06-26 08:50:20
204640,79,123,2013-06-26 08:50:40
204660,79,123,2013-06-26 08:51:00
204680,79,123,2013-06-26 08:51:20
204700,79,123,2013-06-26 08:51:40
204760,79,123,2013-06-26 08:52:40
204760,778,804,2013-06-26 08:52:40
204780,79,123,2013-06-26 08:53:00
204780,778,804,2013-06-26 08:53:00
204800,79,123,2013-06-26 08:53:20
204820,79,123,2013-06-26 08:53:40
204880,79,123,2013-06-26 08:54:40
204920,39,113,2013-06-26 08:55:20
204940,39,113,2013-06-26 08:55:40
204960,79,123,2013-06-26 08:56:00
204960,113,120,2013-06-26 08:56:00
204980,29,39,2013-06-26 08:56:20
204980,39,113,2013-06-26 08:56:20
205000,79,123,2013-06-26 08:56:40
205000,39,113,2013-06-26 08:56:40
205020,79,123,2013-06-26 08:57:00
205040,273,778,2013-06-26 08:57:20
205060,273,778,2013-06-26 08:57:40
205060,29,120,2013-06-26 08:57:40
205080,79,123,2013-06-26 08:58:00
205080,273,778,2013-06-26 08:58:00
205080,29,120,2013-06-26 08:58:00
205100,29,120,2013-06-26 08:58:20
205160,39,113,2013-06-26 08:59:20
205180,39,113,2013-06-26 08:59:40
205200,39,113,2013-06-26 09:00:00
205220,120,494,2013-06-26 09:00:20
205220,39,113,2013-06-26 09:00:20
205240,39,113,2013-06-26 09:00:40
205260,39,113,2013-06-26 09:01:00
205280,39,113,2013-06-26 09:01:20
205300,265,826,2013-06-26 09:01:40
205300,39,113,2013-06-26 09:01:40
205360,211,265,2013-06-26 09:02:40
205400,184,265,2013-06-26 09:03:20
205880,120,196,2013-06-26 09:11:20
205880,29,662,2013-06-26 09:11:20
206100,120,172,2013-06-26 09:15:00
206160,29,662,2013-06-26 09:16:00
206180,120,172,2013-06-26 09:16:20
206200,29,662,2013-06-26 09:16:40
206220,29,662,2013-06-26 09:17:00
206240,29,662,2013-06-26 09:17:20
206260,481,709,2013-06-26 09:17:40
206400,268,778,2013-06-26 09:20:00
206440,778,826,2013-06-26 09:20:40
206520,50,826,2013-06-26 09:22:00
206820,131,184,2013-06-26 09:27:00
206840,50,771,2013-06-26 09:27:20
206840,50,335,2013-06-26 09:27:20
206840,150,209,2013-06-26 09:27:20
206860,50,335,2013-06-26 09:27:40
206860,184,268,2013-06-26 09:27:40
206880,150,709,2013-06-26 09:28:00
206900,50,771,2013-06-26 09:28:20
206900,118,268,2013-06-26 09:28:20
206900,184,804,2013-06-26 09:28:20
206920,184,804,2013-06-26 09:28:40
206920,268,804,2013-06-26 09:28:40
206920,184,268,2013-06-26 09:28:40
206920,209,804,2013-06-26 09:28:40
206940,184,845,2013-06-26 09:29:00
206940,184,268,2013-06-26 09:29:00
206960,184,268,2013-06-26 09:29:20
206980,184,268,2013-06-26 09:29:40
207000,184,268,2013-06-26 09:30:00
207020,184,268,2013-06-26 09:30:20
207020,118,184,2013-06-26 09:30:20
207040,275,845,2013-06-26 09:30:40
207040,184,268,2013-06-26 09:30:40
207060,275,845,2013-06-26 09:31:00
207060,275,804,2013-06-26 09:31:00
207060,184,268,2013-06-26 09:31:00
207080,184,268,2013-06-26 09:31:20
207080,211,778,2013-06-26 09:31:20
207100,184,268,2013-06-26 09:31:40
207120,184,268,2013-06-26 09:32:00
207140,184,268,2013-06-26 09:32:20
207140,118,184,2013-06-26 09:32:20
207160,184,268,2013-06-26 09:32:40
207200,275,845,2013-06-26 09:33:20
207200,275,804,2013-06-26 09:33:20
207220,492,601,2013-06-26 09:33:40
207240,492,601,2013-06-26 09:34:00
207260,492,601,2013-06-26 09:34:20
207300,50,771,2013-06-26 09:35:00
207320,492,601,2013-06-26 09:35:20
207340,492,601,2013-06-26 09:35:40
207380,118,184,2013-06-26 09:36:20
207380,275,804,2013-06-26 09:36:20
207400,153,709,2013-06-26 09:36:40
207400,275,804,2013-06-26 09:36:40
207400,804,845,2013-06-26 09:36:40
207420,275,804,2013-06-26 09:37:00
207420,153,448,2013-06-26 09:37:00
207460,804,845,2013-06-26 09:37:40
207480,211,778,2013-06-26 09:38:00
207500,275,804,2013-06-26 09:38:20
207500,211,778,2013-06-26 09:38:20
207520,205,223,2013-06-26 09:38:40
207520,275,804,2013-06-26 09:38:40
207520,211,778,2013-06-26 09:38:40
207540,205,223,2013-06-26 09:39:00
207540,211,778,2013-06-26 09:39:00
207560,268,804,2013-06-26 09:39:20
207560,211,778,2013-06-26 09:39:20
207580,211,778,2013-06-26 09:39:40
207600,205,223,2013-06-26 09:40:00
207600,211,778,2013-06-26 09:40:00
207620,211,778,2013-06-26 09:40:20
207640,211,778,2013-06-26 09:40:40
207660,211,778,2013-06-26 09:41:00
207680,211,778,2013-06-26 09:41:20
207680,118,184,2013-06-26 09:41:20
207700,211,778,2013-06-26 09:41:40
207700,118,184,2013-06-26 09:41:40
207720,211,778,2013-06-26 09:42:00
207740,211,778,2013-06-26 09:42:20
207760,211,778,2013-06-26 09:42:40
207780,205,223,2013-06-26 09:43:00
207780,211,778,2013-06-26 09:43:00
207780,118,184,2013-06-26 09:43:00
207800,118,184,2013-06-26 09:43:20
207800,211,778,2013-06-26 09:43:20
207820,118,184,2013-06-26 09:43:40
207820,211,778,2013-06-26 09:43:40
207840,211,778,2013-06-26 09:44:00
207860,211,778,2013-06-26 09:44:20
207900,211,778,2013-06-26 09:45:00
207920,211,778,2013-06-26 09:45:20
207940,205,223,2013-06-26 09:45:40
207940,211,778,2013-06-26 09:45:40
207960,211,778,2013-06-26 09:46:00
207980,211,778,2013-06-26 09:46:20
207980,205,223,2013-06-26 09:46:20
208000,211,778,2013-06-26 09:46:40
208020,211,778,2013-06-26 09:47:00
208040,211,778,2013-06-26 09:47:20
208140,15,123,2013-06-26 09:49:00
208160,15,123,2013-06-26 09:49:20
208260,275,804,2013-06-26 09:51:00
208300,211,222,2013-06-26 09:51:40
208400,751,778,2013-06-26 09:53:20
208420,273,778,2013-06-26 09:53:40
208420,751,778,2013-06-26 09:53:40
208420,275,845,2013-06-26 09:53:40
208440,273,778,2013-06-26 09:54:00
208460,273,778,2013-06-26 09:54:20
208540,17,101,2013-06-26 09:55:40
208560,17,101,2013-06-26 09:56:00
208620,153,492,2013-06-26 09:57:00
208740,15,123,2013-06-26 09:59:00
208760,275,804,2013-06-26 09:59:20
208800,275,804,2013-06-26 10:00:00
209020,265,826,2013-06-26 10:03:40
209040,265,826,2013-06-26 10:04:00
209060,265,826,2013-06-26 10:04:20
209420,804,845,2013-06-26 10:10:20
209480,116,211,2013-06-26 10:11:20
209480,118,184,2013-06-26 10:11:20
209520,116,211,2013-06-26 10:12:00
209520,118,184,2013-06-26 10:12:00
209540,273,778,2013-06-26 10:12:20
209560,273,778,2013-06-26 10:12:40
209580,804,845,2013-06-26 10:13:00
209600,804,845,2013-06-26 10:13:20
209600,116,265,2013-06-26 10:13:20
209620,804,845,2013-06-26 10:13:40
209620,120,172,2013-06-26 10:13:40
209640,15,123,2013-06-26 10:14:00
209660,15,123,2013-06-26 10:14:20
209660,118,184,2013-06-26 10:14:20
209720,15,123,2013-06-26 10:15:20
209740,273,778,2013-06-26 10:15:40
209820,184,268,2013-06-26 10:17:00
209820,275,845,2013-06-26 10:17:00
209840,275,804,2013-06-26 10:17:20
209840,184,804,2013-06-26 10:17:20
209840,118,804,2013-06-26 10:17:20
209840,184,268,2013-06-26 10:17:20
209920,184,268,2013-06-26 10:18:40
210060,15,123,2013-06-26 10:21:00
210080,15,123,2013-06-26 10:21:20
210100,15,123,2013-06-26 10:21:40
210120,15,123,2013-06-26 10:22:00
210140,15,123,2013-06-26 10:22:20
210140,273,778,2013-06-26 10:22:20
210160,15,123,2013-06-26 10:22:40
210160,35,804,2013-06-26 10:22:40
210180,184,268,2013-06-26 10:23:00
210380,273,778,2013-06-26 10:26:20
210380,751,778,2013-06-26 10:26:20
210560,17,50,2013-06-26 10:29:20
210640,105,113,2013-06-26 10:30:40
210660,105,113,2013-06-26 10:31:00
210760,105,113,2013-06-26 10:32:40
210780,39,79,2013-06-26 10:33:00
210780,105,113,2013-06-26 10:33:00
210800,211,778,2013-06-26 10:33:20
210800,105,113,2013-06-26 10:33:20
210820,105,113,2013-06-26 10:33:40
210860,105,113,2013-06-26 10:34:20
210900,95,116,2013-06-26 10:35:00
210900,105,113,2013-06-26 10:35:00
210920,105,113,2013-06-26 10:35:20
210920,21,101,2013-06-26 10:35:20
210960,116,778,2013-06-26 10:36:00
211000,105,113,2013-06-26 10:36:40
211020,105,113,2013-06-26 10:37:00
211040,105,113,2013-06-26 10:37:20
211060,105,113,2013-06-26 10:37:40
211080,105,113,2013-06-26 10:38:00
211100,105,113,2013-06-26 10:38:20
211120,105,113,2013-06-26 10:38:40
211140,105,113,2013-06-26 10:39:00
211160,105,113,2013-06-26 10:39:20
211180,153,492,2013-06-26 10:39:40
211180,105,113,2013-06-26 10:39:40
211200,105,113,2013-06-26 10:40:00
211220,105,113,2013-06-26 10:40:20
211240,105,113,2013-06-26 10:40:40
211260,105,113,2013-06-26 10:41:00
211280,105,113,2013-06-26 10:41:20
211300,105,113,2013-06-26 10:41:40
211320,105,113,2013-06-26 10:42:00
211340,105,113,2013-06-26 10:42:20
211360,105,113,2013-06-26 10:42:40
211540,105,113,2013-06-26 10:45:40
211560,105,113,2013-06-26 10:46:00
211580,105,113,2013-06-26 10:46:20
211600,105,113,2013-06-26 10:46:40
211620,105,113,2013-06-26 10:47:00
211640,105,113,2013-06-26 10:47:20
211660,105,113,2013-06-26 10:47:40
211680,105,113,2013-06-26 10:48:00
211700,105,113,2013-06-26 10:48:20
211720,105,113,2013-06-26 10:48:40
211760,105,113,2013-06-26 10:49:20
211780,105,113,2013-06-26 10:49:40
211800,105,113,2013-06-26 10:50:00
211820,105,113,2013-06-26 10:50:20
211840,105,113,2013-06-26 10:50:40
211940,105,113,2013-06-26 10:52:20
211960,105,113,2013-06-26 10:52:40
212040,105,113,2013-06-26 10:54:00
212080,15,123,2013-06-26 10:54:40
212180,804,845,2013-06-26 10:56:20
212180,778,845,2013-06-26 10:56:20
212200,804,845,2013-06-26 10:56:40
212240,804,845,2013-06-26 10:57:20
212260,105,113,2013-06-26 10:57:40
212260,804,845,2013-06-26 10:57:40
212280,105,113,2013-06-26 10:58:00
212300,105,113,2013-06-26 10:58:20
212320,105,113,2013-06-26 10:58:40
212360,105,113,2013-06-26 10:59:20
212380,105,113,2013-06-26 10:59:40
212400,105,113,2013-06-26 11:00:00
212420,120,172,2013-06-26 11:00:20
212440,120,172,2013-06-26 11:00:40
212460,120,172,2013-06-26 11:01:00
212480,120,172,2013-06-26 11:01:20
212500,778,845,2013-06-26 11:01:40
212500,120,172,2013-06-26 11:01:40
212520,105,113,2013-06-26 11:02:00
212520,120,172,2013-06-26 11:02:00
212560,105,113,2013-06-26 11:02:40
212580,105,113,2013-06-26 11:03:00
212600,105,113,2013-06-26 11:03:20
212620,105,113,2013-06-26 11:03:40
212640,105,113,2013-06-26 11:04:00
212740,105,113,2013-06-26 11:05:40
212760,105,113,2013-06-26 11:06:00
212780,105,113,2013-06-26 11:06:20
212800,105,113,2013-06-26 11:06:40
212820,105,113,2013-06-26 11:07:00
212840,105,113,2013-06-26 11:07:20
212860,778,845,2013-06-26 11:07:40
212860,105,113,2013-06-26 11:07:40
212880,105,113,2013-06-26 11:08:00
212900,184,751,2013-06-26 11:08:20
212900,105,113,2013-06-26 11:08:20
212920,105,113,2013-06-26 11:08:40
212940,105,113,2013-06-26 11:09:00
212960,105,113,2013-06-26 11:09:20
212980,105,113,2013-06-26 11:09:40
213000,105,113,2013-06-26 11:10:00
213020,105,113,2013-06-26 11:10:20
213020,184,751,2013-06-26 11:10:20
213040,105,113,2013-06-26 11:10:40
213080,21,101,2013-06-26 11:11:20
213100,105,113,2013-06-26 11:11:40
213180,105,113,2013-06-26 11:13:00
213200,21,101,2013-06-26 11:13:20
213300,105,113,2013-06-26 11:15:00
213320,105,113,2013-06-26 11:15:20
213340,184,751,2013-06-26 11:15:40
213460,63,709,2013-06-26 11:17:40
213560,205,939,2013-06-26 11:19:20
213580,184,751,2013-06-26 11:19:40
213580,205,939,2013-06-26 11:19:40
213600,205,939,2013-06-26 11:20:00
213640,184,751,2013-06-26 11:20:40
213660,184,751,2013-06-26 11:21:00
213680,184,751,2013-06-26 11:21:20
213680,205,939,2013-06-26 11:21:20
213700,184,751,2013-06-26 11:21:40
213700,205,939,2013-06-26 11:21:40
213720,184,751,2013-06-26 11:22:00
213720,205,939,2013-06-26 11:22:00
213740,184,751,2013-06-26 11:22:20
213740,105,113,2013-06-26 11:22:20
213740,205,939,2013-06-26 11:22:20
213760,184,751,2013-06-26 11:22:40
213760,105,113,2013-06-26 11:22:40
213780,105,113,2013-06-26 11:23:00
213800,105,113,2013-06-26 11:23:20
213820,105,113,2013-06-26 11:23:40
213860,105,113,2013-06-26 11:24:20
213880,105,113,2013-06-26 11:24:40
213900,105,113,2013-06-26 11:25:00
213920,778,845,2013-06-26 11:25:20
213920,120,172,2013-06-26 11:25:20
213960,105,113,2013-06-26 11:26:00
213980,105,113,2013-06-26 11:26:20
214020,105,113,2013-06-26 11:27:00
214040,105,113,2013-06-26 11:27:20
214060,120,172,2013-06-26 11:27:40
214080,105,113,2013-06-26 11:28:00
214120,105,113,2013-06-26 11:28:40
214260,172,196,2013-06-26 11:31:00
214280,172,196,2013-06-26 11:31:20
214480,105,113,2013-06-26 11:34:40
214560,105,113,2013-06-26 11:36:00
214620,265,826,2013-06-26 11:37:00
214620,105,113,2013-06-26 11:37:00
214700,105,113,2013-06-26 11:38:20
