time,node_a,node_b,status_a,status_b,datetime
100040,1144,1191,MED,MED,2010-12-07 16:47:20
100040,1098,1196,ADM,NUR,2010-12-07 16:47:20
100040,1144,1221,MED,MED,2010-12-07 16:47:20
100040,1191,1221,MED,MED,2010-12-07 16:47:20
100060,1144,1191,MED,MED,2010-12-07 16:47:40
100060,1144,1221,MED,MED,2010-12-07 16:47:40
100060,1191,1221,MED,MED,2010-12-07 16:47:40
100060,1144,1159,MED,MED,2010-12-07 16:47:40
100080,1196,1202,NUR,NUR,2010-12-07 16:48:00
100080,1144,1191,MED,MED,2010-12-07 16:48:00
100080,1098,1144,ADM,MED,2010-12-07 16:48:00
100080,1149,1245,NUR,NUR,2010-12-07 16:48:00
100080,1144,1221,MED,MED,2010-12-07 16:48:00
100080,1191,1221,MED,MED,2010-12-07 16:48:00
100100,1098,1202,ADM,NUR,2010-12-07 16:48:20
100100,1144,1191,MED,MED,2010-12-07 16:48:20
100100,1191,1260,MED,MED,2010-12-07 16:48:20
100100,1159,1221,MED,MED,2010-12-07 16:48:20
100100,1144,1221,MED,MED,2010-12-07 16:48:20
100100,1191,1221,MED,MED,2010-12-07 16:48:20
100100,1144,1159,MED,MED,2010-12-07 16:48:20
100120,1149,1196,NUR,NUR,2010-12-07 16:48:40
100120,1098,1245,ADM,NUR,2010-12-07 16:48:40
100120,1159,1221,MED,MED,2010-12-07 16:48:40
100120,1159,1191,MED,MED,2010-12-07 16:48:40
100120,1144,1159,MED,MED,2010-12-07 16:48:40
100140,1191,1221,MED,MED,2010-12-07 16:49:00
100160,1191,1221,MED,MED,2010-12-07 16:49:20
100180,1144,1191,MED,MED,2010-12-07 16:49:40
100180,1191,1260,MED,MED,2010-12-07 16:49:40
100180,1159,1221,MED,MED,2010-12-07 16:49:40
100180,1144,1221,MED,MED,2010-12-07 16:49:40
100180,1191,1221,MED,MED,2010-12-07 16:49:40
100180,1144,1159,MED,MED,2010-12-07 16:49:40
100200,1159,1221,MED,MED,2010-12-07 16:50:00
100200,1221,1260,MED,MED,2010-12-07 16:50:00
100200,1098,1209,ADM,ADM,2010-12-07 16:50:00
100200,1191,1221,MED,MED,2010-12-07 16:50:00
100200,1159,1260,MED,MED,2010-12-07 16:50:00
100220,1210,1245,NUR,NUR,2010-12-07 16:50:20
100220,1159,1221,MED,MED,2010-12-07 16:50:20
100220,1221,1260,MED,MED,2010-12-07 16:50:20
100220,1105,1307,NUR,PAT,2010-12-07 16:50:20
100220,1191,1221,MED,MED,2010-12-07 16:50:20
100240,1210,1245,NUR,NUR,2010-12-07 16:50:40
100240,1159,1221,MED,MED,2010-12-07 16:50:40
100240,1221,1260,MED,MED,2010-12-07 16:50:40
100240,1191,1221,MED,MED,2010-12-07 16:50:40
100260,1196,1202,NUR,NUR,2010-12-07 16:51:00
100260,1210,1245,NUR,NUR,2010-12-07 16:51:00
100260,1191,1221,MED,MED,2010-12-07 16:51:00
100280,1196,1202,NUR,NUR,2010-12-07 16:51:20
100280,1210,1245,NUR,NUR,2010-12-07 16:51:20
100280,1191,1221,MED,MED,2010-12-07 16:51:20
100300,1196,1202,NUR,NUR,2010-12-07 16:51:40
100320,1196,1202,NUR,NUR,2010-12-07 16:52:00
100320,1191,1221,MED,MED,2010-12-07 16:52:00
100340,1196,1202,NUR,NUR,2010-12-07 16:52:20
100340,1098,1205,ADM,NUR,2010-12-07 16:52:20
100340,1191,1221,MED,MED,2010-12-07 16:52:20
100360,1196,1202,NUR,NUR,2010-12-07 16:52:40
100360,1210,1245,NUR,NUR,2010-12-07 16:52:40
100360,1105,1307,NUR,PAT,2010-12-07 16:52:40
100360,1191,1221,MED,MED,2010-12-07 16:52:40
100380,1196,1202,NUR,NUR,2010-12-07 16:53:00
100380,1191,1260,MED,MED,2010-12-07 16:53:00
100380,1191,1221,MED,MED,2010-12-07 16:53:00
100400,1105,1307,NUR,PAT,2010-12-07 16:53:20
100400,1191,1221,MED,MED,2010-12-07 16:53:20
100420,1144,1221,MED,MED,2010-12-07 16:53:40
100420,1105,1307,NUR,PAT,2010-12-07 16:53:40
100420,1191,1221,MED,MED,2010-12-07 16:53:40
100420,1144,1159,MED,MED,2010-12-07 16:53:40
100440,1210,1245,NUR,NUR,2010-12-07 16:54:00
100440,1149,1210,NUR,NUR,2010-12-07 16:54:00
100440,1105,1307,NUR,PAT,2010-12-07 16:54:00
100440,1191,1221,MED,MED,2010-12-07 16:54:00
100460,1196,1202,NUR,NUR,2010-12-07 16:54:20
100460,1149,1210,NUR,NUR,2010-12-07 16:54:20
100460,1105,1307,NUR,PAT,2010-12-07 16:54:20
100480,1196,1202,NUR,NUR,2010-12-07 16:54:40
100480,1144,1179,MED,ADM,2010-12-07 16:54:40
100480,1149,1210,NUR,NUR,2010-12-07 16:54:40
100480,1105,1307,NUR,PAT,2010-12-07 16:54:40
100500,1196,1202,NUR,NUR,2010-12-07 16:55:00
100500,1149,1210,NUR,NUR,2010-12-07 16:55:00
100500,1105,1307,NUR,PAT,2010-12-07 16:55:00
100500,1191,1221,MED,MED,2010-12-07 16:55:00
100520,1098,1221,ADM,MED,2010-12-07 16:55:20
100520,1144,1148,MED,MED,2010-12-07 16:55:20
100520,1098,1191,ADM,MED,2010-12-07 16:55:20
100520,1105,1307,NUR,PAT,2010-12-07 16:55:20
100520,1191,1221,MED,MED,2010-12-07 16:55:20
100540,1196,1202,NUR,NUR,2010-12-07 16:55:40
100540,1144,1148,MED,MED,2010-12-07 16:55:40
100540,1098,1191,ADM,MED,2010-12-07 16:55:40
100540,1105,1307,NUR,PAT,2010-12-07 16:55:40
100540,1191,1221,MED,MED,2010-12-07 16:55:40
100560,1196,1202,NUR,NUR,2010-12-07 16:56:00
100560,1144,1148,MED,MED,2010-12-07 16:56:00
100560,1149,1210,NUR,NUR,2010-12-07 16:56:00
100580,1196,1202,NUR,NUR,2010-12-07 16:56:20
100580,1191,1221,MED,MED,2010-12-07 16:56:20
100600,1196,1202,NUR,NUR,2010-12-07 16:56:40
100600,1144,1148,MED,MED,2010-12-07 16:56:40
100600,1149,1210,NUR,NUR,2010-12-07 16:56:40
100600,1191,1221,MED,MED,2010-12-07 16:56:40
100620,1144,1148,MED,MED,2010-12-07 16:57:00
100620,1149,1210,NUR,NUR,2010-12-07 16:57:00
100620,1191,1221,MED,MED,2010-12-07 16:57:00
100640,1191,1221,MED,MED,2010-12-07 16:57:20
100660,1149,1168,NUR,MED,2010-12-07 16:57:40
100660,1191,1221,MED,MED,2010-12-07 16:57:40
100680,1149,1168,NUR,MED,2010-12-07 16:58:00
100680,1191,1221,MED,MED,2010-12-07 16:58:00
100700,1144,1148,MED,MED,2010-12-07 16:58:20
100700,1098,1159,ADM,MED,2010-12-07 16:58:20
100700,1168,1210,MED,NUR,2010-12-07 16:58:20
100700,1191,1221,MED,MED,2010-12-07 16:58:20
100720,1144,1148,MED,MED,2010-12-07 16:58:40
100720,1191,1221,MED,MED,2010-12-07 16:58:40
100740,1196,1202,NUR,NUR,2010-12-07 16:59:00
100740,1144,1148,MED,MED,2010-12-07 16:59:00
100740,1149,1210,NUR,NUR,2010-12-07 16:59:00
100740,1191,1221,MED,MED,2010-12-07 16:59:00
100760,1196,1202,NUR,NUR,2010-12-07 16:59:20
100760,1144,1148,MED,MED,2010-12-07 16:59:20
100760,1149,1210,NUR,NUR,2010-12-07 16:59:20
100760,1191,1221,MED,MED,2010-12-07 16:59:20
100780,1196,1202,NUR,NUR,2010-12-07 16:59:40
100780,1144,1148,MED,MED,2010-12-07 16:59:40
100780,1149,1210,NUR,NUR,2010-12-07 16:59:40
100780,1191,1221,MED,MED,2010-12-07 16:59:40
100800,1196,1202,NUR,NUR,2010-12-07 17:00:00
100800,1149,1210,NUR,NUR,2010-12-07 17:00:00
100800,1191,1221,MED,MED,2010-12-07 17:00:00
100820,1196,1202,NUR,NUR,2010-12-07 17:00:20
100820,1191,1245,MED,NUR,2010-12-07 17:00:20
100820,1149,1210,NUR,NUR,2010-12-07 17:00:20
100820,1191,1221,MED,MED,2010-12-07 17:00:20
100840,1221,1260,MED,MED,2010-12-07 17:00:40
100840,1191,1221,MED,MED,2010-12-07 17:00:40
100860,1196,1202,NUR,NUR,2010-12-07 17:01:00
100860,1191,1221,MED,MED,2010-12-07 17:01:00
100880,1196,1202,NUR,NUR,2010-12-07 17:01:20
100880,1144,1148,MED,MED,2010-12-07 17:01:20
100880,1098,1191,ADM,MED,2010-12-07 17:01:20
100880,1098,1159,ADM,MED,2010-12-07 17:01:20
100880,1221,1260,MED,MED,2010-12-07 17:01:20
100880,1191,1221,MED,MED,2010-12-07 17:01:20
100900,1144,1148,MED,MED,2010-12-07 17:01:40
100900,1159,1221,MED,MED,2010-12-07 17:01:40
100900,1191,1221,MED,MED,2010-12-07 17:01:40
100920,1144,1148,MED,MED,2010-12-07 17:02:00
100920,1159,1221,MED,MED,2010-12-07 17:02:00
100960,1105,1205,NUR,NUR,2010-12-07 17:02:40
100980,1196,1202,NUR,NUR,2010-12-07 17:03:00
100980,1144,1148,MED,MED,2010-12-07 17:03:00
101000,1144,1148,MED,MED,2010-12-07 17:03:20
101040,1191,1221,MED,MED,2010-12-07 17:04:00
101060,1191,1221,MED,MED,2010-12-07 17:04:20
101080,1191,1221,MED,MED,2010-12-07 17:04:40
101100,1191,1221,MED,MED,2010-12-07 17:05:00
101120,1196,1202,NUR,NUR,2010-12-07 17:05:20
101140,1144,1148,MED,MED,2010-12-07 17:05:40
101140,1159,1221,MED,MED,2010-12-07 17:05:40
101140,1191,1221,MED,MED,2010-12-07 17:05:40
101160,1144,1148,MED,MED,2010-12-07 17:06:00
101180,1196,1202,NUR,NUR,2010-12-07 17:06:20
101180,1196,1320,NUR,PAT,2010-12-07 17:06:20
101180,1144,1148,MED,MED,2010-12-07 17:06:20
101200,1144,1148,MED,MED,2010-12-07 17:06:40
101220,1144,1148,MED,MED,2010-12-07 17:07:00
101240,1196,1202,NUR,NUR,2010-12-07 17:07:20
101240,1144,1148,MED,MED,2010-12-07 17:07:20
101260,1196,1202,NUR,NUR,2010-12-07 17:07:40
101260,1144,1148,MED,MED,2010-12-07 17:07:40
101280,1196,1202,NUR,NUR,2010-12-07 17:08:00
101280,1144,1148,MED,MED,2010-12-07 17:08:00
101300,1196,1202,NUR,NUR,2010-12-07 17:08:20
101300,1144,1148,MED,MED,2010-12-07 17:08:20
101320,1144,1148,MED,MED,2010-12-07 17:08:40
101320,1191,1221,MED,MED,2010-12-07 17:08:40
101340,1196,1202,NUR,NUR,2010-12-07 17:09:00
101340,1144,1148,MED,MED,2010-12-07 17:09:00
101340,1098,1144,ADM,MED,2010-12-07 17:09:00
101340,1191,1221,MED,MED,2010-12-07 17:09:00
101360,1196,1202,NUR,NUR,2010-12-07 17:09:20
101360,1144,1191,MED,MED,2010-12-07 17:09:20
101360,1144,1221,MED,MED,2010-12-07 17:09:20
101360,1191,1221,MED,MED,2010-12-07 17:09:20
101380,1196,1202,NUR,NUR,2010-12-07 17:09:40
101380,1098,1144,ADM,MED,2010-12-07 17:09:40
101380,1191,1221,MED,MED,2010-12-07 17:09:40
101380,1149,1179,NUR,ADM,2010-12-07 17:09:40
101400,1105,1245,NUR,NUR,2010-12-07 17:10:00
101400,1191,1221,MED,MED,2010-12-07 17:10:00
101400,1149,1179,NUR,ADM,2010-12-07 17:10:00
101420,1098,1196,ADM,NUR,2010-12-07 17:10:20
101420,1191,1221,MED,MED,2010-12-07 17:10:20
101480,1196,1202,NUR,NUR,2010-12-07 17:11:20
101480,1191,1221,MED,MED,2010-12-07 17:11:20
101480,1149,1179,NUR,ADM,2010-12-07 17:11:20
101500,1196,1202,NUR,NUR,2010-12-07 17:11:40
101500,1191,1221,MED,MED,2010-12-07 17:11:40
101520,1191,1221,MED,MED,2010-12-07 17:12:00
101520,1149,1179,NUR,ADM,2010-12-07 17:12:00
101540,1149,1196,NUR,NUR,2010-12-07 17:12:20
101540,1098,1144,ADM,MED,2010-12-07 17:12:20
101540,1191,1260,MED,MED,2010-12-07 17:12:20
101540,1191,1221,MED,MED,2010-12-07 17:12:20
101560,1098,1191,ADM,MED,2010-12-07 17:12:40
101560,1149,1196,NUR,NUR,2010-12-07 17:12:40
101560,1191,1260,MED,MED,2010-12-07 17:12:40
101560,1149,1202,NUR,NUR,2010-12-07 17:12:40
101560,1159,1191,MED,MED,2010-12-07 17:12:40
101560,1149,1179,NUR,ADM,2010-12-07 17:12:40
101580,1149,1196,NUR,NUR,2010-12-07 17:13:00
101580,1144,1191,MED,MED,2010-12-07 17:13:00
101580,1179,1202,ADM,NUR,2010-12-07 17:13:00
101580,1149,1179,NUR,ADM,2010-12-07 17:13:00
101600,1144,1191,MED,MED,2010-12-07 17:13:20
101600,1179,1196,ADM,NUR,2010-12-07 17:13:20
101620,1144,1191,MED,MED,2010-12-07 17:13:40
101620,1105,1191,NUR,MED,2010-12-07 17:13:40
101640,1144,1191,MED,MED,2010-12-07 17:14:00
101640,1191,1245,MED,NUR,2010-12-07 17:14:00
101640,1179,1202,ADM,NUR,2010-12-07 17:14:00
101640,1105,1191,NUR,MED,2010-12-07 17:14:00
101660,1144,1191,MED,MED,2010-12-07 17:14:20
101660,1191,1245,MED,NUR,2010-12-07 17:14:20
101660,1149,1205,NUR,NUR,2010-12-07 17:14:20
101660,1179,1202,ADM,NUR,2010-12-07 17:14:20
101660,1105,1191,NUR,MED,2010-12-07 17:14:20
101680,1179,1196,ADM,NUR,2010-12-07 17:14:40
101680,1149,1168,NUR,MED,2010-12-07 17:14:40
101680,1179,1202,ADM,NUR,2010-12-07 17:14:40
101700,1179,1196,ADM,NUR,2010-12-07 17:15:00
101700,1149,1168,NUR,MED,2010-12-07 17:15:00
101700,1179,1202,ADM,NUR,2010-12-07 17:15:00
101700,1105,1144,NUR,MED,2010-12-07 17:15:00
101720,1191,1385,MED,PAT,2010-12-07 17:15:20
101720,1179,1196,ADM,NUR,2010-12-07 17:15:20
101720,1179,1202,ADM,NUR,2010-12-07 17:15:20
101720,1159,1260,MED,MED,2010-12-07 17:15:20
101720,1149,1179,NUR,ADM,2010-12-07 17:15:20
101740,1159,1260,MED,MED,2010-12-07 17:15:40
101740,1149,1179,NUR,ADM,2010-12-07 17:15:40
101760,1149,1202,NUR,NUR,2010-12-07 17:16:00
101760,1149,1179,NUR,ADM,2010-12-07 17:16:00
101780,1105,1245,NUR,NUR,2010-12-07 17:16:20
101780,1149,1179,NUR,ADM,2010-12-07 17:16:20
101800,1191,1205,MED,NUR,2010-12-07 17:16:40
101800,1191,1196,MED,NUR,2010-12-07 17:16:40
101800,1149,1179,NUR,ADM,2010-12-07 17:16:40
101820,1149,1196,NUR,NUR,2010-12-07 17:17:00
101820,1191,1205,MED,NUR,2010-12-07 17:17:00
101820,1179,1202,ADM,NUR,2010-12-07 17:17:00
101820,1168,1191,MED,MED,2010-12-07 17:17:00
101820,1149,1179,NUR,ADM,2010-12-07 17:17:00
101840,1196,1202,NUR,NUR,2010-12-07 17:17:20
101840,1168,1191,MED,MED,2010-12-07 17:17:20
101840,1149,1179,NUR,ADM,2010-12-07 17:17:20
101860,1149,1196,NUR,NUR,2010-12-07 17:17:40
101860,1179,1196,ADM,NUR,2010-12-07 17:17:40
101860,1179,1202,ADM,NUR,2010-12-07 17:17:40
101860,1168,1191,MED,MED,2010-12-07 17:17:40
101880,1149,1196,NUR,NUR,2010-12-07 17:18:00
101880,1179,1202,ADM,NUR,2010-12-07 17:18:00
101880,1168,1191,MED,MED,2010-12-07 17:18:00
101900,1149,1196,NUR,NUR,2010-12-07 17:18:20
101900,1179,1202,ADM,NUR,2010-12-07 17:18:20
101900,1168,1191,MED,MED,2010-12-07 17:18:20
101920,1168,1191,MED,MED,2010-12-07 17:18:40
101920,1149,1202,NUR,NUR,2010-12-07 17:18:40
101920,1149,1179,NUR,ADM,2010-12-07 17:18:40
101940,1105,1245,NUR,NUR,2010-12-07 17:19:00
101940,1168,1191,MED,MED,2010-12-07 17:19:00
101940,1149,1202,NUR,NUR,2010-12-07 17:19:00
101940,1149,1179,NUR,ADM,2010-12-07 17:19:00
101960,1179,1202,ADM,NUR,2010-12-07 17:19:20
101960,1168,1191,MED,MED,2010-12-07 17:19:20
101960,1149,1202,NUR,NUR,2010-12-07 17:19:20
101960,1149,1179,NUR,ADM,2010-12-07 17:19:20
101980,1196,1202,NUR,NUR,2010-12-07 17:19:40
101980,1148,1221,MED,MED,2010-12-07 17:19:40
101980,1105,1245,NUR,NUR,2010-12-07 17:19:40
101980,1168,1191,MED,MED,2010-12-07 17:19:40
102000,1148,1221,MED,MED,2010-12-07 17:20:00
102000,1105,1245,NUR,NUR,2010-12-07 17:20:00
102000,1168,1191,MED,MED,2010-12-07 17:20:00
102020,1148,1221,MED,MED,2010-12-07 17:20:20
102020,1168,1191,MED,MED,2010-12-07 17:20:20
102040,1148,1221,MED,MED,2010-12-07 17:20:40
102060,1148,1221,MED,MED,2010-12-07 17:21:00
102100,1191,1245,MED,NUR,2010-12-07 17:21:40
102100,1168,1191,MED,MED,2010-12-07 17:21:40
102120,1148,1221,MED,MED,2010-12-07 17:22:00
102120,1191,1221,MED,MED,2010-12-07 17:22:00
102140,1148,1221,MED,MED,2010-12-07 17:22:20
102140,1159,1221,MED,MED,2010-12-07 17:22:20
102180,1148,1221,MED,MED,2010-12-07 17:23:00
102200,1148,1221,MED,MED,2010-12-07 17:23:20
102200,1105,1245,NUR,NUR,2010-12-07 17:23:20
102200,1105,1144,NUR,MED,2010-12-07 17:23:20
102220,1148,1221,MED,MED,2010-12-07 17:23:40
102260,1148,1221,MED,MED,2010-12-07 17:24:20
102280,1196,1202,NUR,NUR,2010-12-07 17:24:40
102300,1196,1202,NUR,NUR,2010-12-07 17:25:00
102320,1148,1221,MED,MED,2010-12-07 17:25:20
102340,1148,1221,MED,MED,2010-12-07 17:25:40
102340,1148,1260,MED,MED,2010-12-07 17:25:40
102340,1221,1260,MED,MED,2010-12-07 17:25:40
102360,1148,1221,MED,MED,2010-12-07 17:26:00
102380,1221,1260,MED,MED,2010-12-07 17:26:20
102400,1144,1148,MED,MED,2010-12-07 17:26:40
102400,1221,1260,MED,MED,2010-12-07 17:26:40
102400,1221,1362,MED,PAT,2010-12-07 17:26:40
102420,1202,1245,NUR,NUR,2010-12-07 17:27:00
102420,1149,1196,NUR,NUR,2010-12-07 17:27:00
102420,1221,1362,MED,PAT,2010-12-07 17:27:00
102440,1149,1196,NUR,NUR,2010-12-07 17:27:20
102440,1221,1260,MED,MED,2010-12-07 17:27:20
102460,1149,1196,NUR,NUR,2010-12-07 17:27:40
102460,1221,1260,MED,MED,2010-12-07 17:27:40
102480,1149,1196,NUR,NUR,2010-12-07 17:28:00
102480,1179,1196,ADM,NUR,2010-12-07 17:28:00
102480,1221,1260,MED,MED,2010-12-07 17:28:00
102500,1196,1202,NUR,NUR,2010-12-07 17:28:20
102500,1105,1202,NUR,NUR,2010-12-07 17:28:20
102500,1105,1196,NUR,NUR,2010-12-07 17:28:20
102500,1149,1196,NUR,NUR,2010-12-07 17:28:20
102500,1221,1260,MED,MED,2010-12-07 17:28:20
102520,1149,1196,NUR,NUR,2010-12-07 17:28:40
102520,1179,1202,ADM,NUR,2010-12-07 17:28:40
102520,1221,1260,MED,MED,2010-12-07 17:28:40
102520,1221,1362,MED,PAT,2010-12-07 17:28:40
102520,1159,1191,MED,MED,2010-12-07 17:28:40
102540,1149,1196,NUR,NUR,2010-12-07 17:29:00
102540,1144,1191,MED,MED,2010-12-07 17:29:00
102540,1221,1260,MED,MED,2010-12-07 17:29:00
102540,1159,1191,MED,MED,2010-12-07 17:29:00
102560,1149,1196,NUR,NUR,2010-12-07 17:29:20
102560,1144,1191,MED,MED,2010-12-07 17:29:20
102560,1221,1362,MED,PAT,2010-12-07 17:29:20
102580,1144,1191,MED,MED,2010-12-07 17:29:40
102580,1221,1260,MED,MED,2010-12-07 17:29:40
102580,1221,1362,MED,PAT,2010-12-07 17:29:40
102580,1149,1202,NUR,NUR,2010-12-07 17:29:40
102600,1221,1260,MED,MED,2010-12-07 17:30:00
102600,1221,1362,MED,PAT,2010-12-07 17:30:00
102620,1221,1362,MED,PAT,2010-12-07 17:30:20
102640,1221,1260,MED,MED,2010-12-07 17:30:40
102640,1221,1362,MED,PAT,2010-12-07 17:30:40
102660,1144,1148,MED,MED,2010-12-07 17:31:00
102660,1221,1260,MED,MED,2010-12-07 17:31:00
102680,1144,1148,MED,MED,2010-12-07 17:31:20
102680,1221,1260,MED,MED,2010-12-07 17:31:20
102700,1196,1202,NUR,NUR,2010-12-07 17:31:40
102700,1144,1148,MED,MED,2010-12-07 17:31:40
102700,1221,1260,MED,MED,2010-12-07 17:31:40
102720,1144,1148,MED,MED,2010-12-07 17:32:00
102720,1221,1260,MED,MED,2010-12-07 17:32:00
102720,1221,1362,MED,PAT,2010-12-07 17:32:00
102740,1144,1148,MED,MED,2010-12-07 17:32:20
102740,1221,1260,MED,MED,2010-12-07 17:32:20
102740,1221,1362,MED,PAT,2010-12-07 17:32:20
102740,1098,1148,ADM,MED,2010-12-07 17:32:20
102760,1221,1260,MED,MED,2010-12-07 17:32:40
102780,1221,1260,MED,MED,2010-12-07 17:33:00
102800,1221,1260,MED,MED,2010-12-07 17:33:20
102800,1221,1362,MED,PAT,2010-12-07 17:33:20
102820,1221,1260,MED,MED,2010-12-07 17:33:40
102820,1221,1362,MED,PAT,2010-12-07 17:33:40
102820,1098,1148,ADM,MED,2010-12-07 17:33:40
102840,1221,1260,MED,MED,2010-12-07 17:34:00
102840,1221,1362,MED,PAT,2010-12-07 17:34:00
102860,1221,1260,MED,MED,2010-12-07 17:34:20
102880,1221,1260,MED,MED,2010-12-07 17:34:40
102900,1221,1260,MED,MED,2010-12-07 17:35:00
102900,1221,1362,MED,PAT,2010-12-07 17:35:00
102940,1196,1202,NUR,NUR,2010-12-07 17:35:40
102940,1221,1260,MED,MED,2010-12-07 17:35:40
102960,1221,1260,MED,MED,2010-12-07 17:36:00
102980,1221,1260,MED,MED,2010-12-07 17:36:20
103000,1221,1260,MED,MED,2010-12-07 17:36:40
103020,1221,1362,MED,PAT,2010-12-07 17:37:00
103040,1196,1202,NUR,NUR,2010-12-07 17:37:20
103060,1098,1149,ADM,NUR,2010-12-07 17:37:40
103060,1098,1196,ADM,NUR,2010-12-07 17:37:40
103060,1221,1260,MED,MED,2010-12-07 17:37:40
103060,1221,1362,MED,PAT,2010-12-07 17:37:40
103080,1221,1260,MED,MED,2010-12-07 17:38:00
103080,1221,1362,MED,PAT,2010-12-07 17:38:00
103100,1149,1196,NUR,NUR,2010-12-07 17:38:20
103100,1221,1260,MED,MED,2010-12-07 17:38:20
103100,1098,1148,ADM,MED,2010-12-07 17:38:20
103100,1149,1202,NUR,NUR,2010-12-07 17:38:20
103120,1148,1191,MED,MED,2010-12-07 17:38:40
103120,1149,1196,NUR,NUR,2010-12-07 17:38:40
103120,1221,1260,MED,MED,2010-12-07 17:38:40
103120,1149,1202,NUR,NUR,2010-12-07 17:38:40
103140,1148,1191,MED,MED,2010-12-07 17:39:00
103140,1149,1196,NUR,NUR,2010-12-07 17:39:00
103140,1221,1260,MED,MED,2010-12-07 17:39:00
103140,1221,1362,MED,PAT,2010-12-07 17:39:00
103160,1149,1196,NUR,NUR,2010-12-07 17:39:20
103160,1221,1260,MED,MED,2010-12-07 17:39:20
103160,1221,1362,MED,PAT,2010-12-07 17:39:20
103160,1149,1202,NUR,NUR,2010-12-07 17:39:20
103180,1221,1260,MED,MED,2010-12-07 17:39:40
103180,1149,1202,NUR,NUR,2010-12-07 17:39:40
103200,1196,1202,NUR,NUR,2010-12-07 17:40:00
103200,1260,1362,MED,PAT,2010-12-07 17:40:00
103200,1221,1260,MED,MED,2010-12-07 17:40:00
103200,1149,1202,NUR,NUR,2010-12-07 17:40:00
103220,1196,1202,NUR,NUR,2010-12-07 17:40:20
103220,1149,1196,NUR,NUR,2010-12-07 17:40:20
103220,1260,1362,MED,PAT,2010-12-07 17:40:20
103220,1221,1260,MED,MED,2010-12-07 17:40:20
103240,1098,1191,ADM,MED,2010-12-07 17:40:40
103240,1221,1260,MED,MED,2010-12-07 17:40:40
103260,1196,1202,NUR,NUR,2010-12-07 17:41:00
103260,1149,1196,NUR,NUR,2010-12-07 17:41:00
103260,1260,1362,MED,PAT,2010-12-07 17:41:00
103260,1221,1260,MED,MED,2010-12-07 17:41:00
103260,1149,1202,NUR,NUR,2010-12-07 17:41:00
103280,1196,1202,NUR,NUR,2010-12-07 17:41:20
103280,1149,1196,NUR,NUR,2010-12-07 17:41:20
103280,1260,1362,MED,PAT,2010-12-07 17:41:20
103280,1221,1260,MED,MED,2010-12-07 17:41:20
103280,1221,1362,MED,PAT,2010-12-07 17:41:20
103280,1149,1202,NUR,NUR,2010-12-07 17:41:20
103300,1149,1196,NUR,NUR,2010-12-07 17:41:40
103300,1260,1362,MED,PAT,2010-12-07 17:41:40
103300,1221,1260,MED,MED,2010-12-07 17:41:40
103300,1221,1362,MED,PAT,2010-12-07 17:41:40
103300,1105,1191,NUR,MED,2010-12-07 17:41:40
103320,1191,1205,MED,NUR,2010-12-07 17:42:00
103320,1260,1362,MED,PAT,2010-12-07 17:42:00
103320,1221,1260,MED,MED,2010-12-07 17:42:00
103320,1221,1362,MED,PAT,2010-12-07 17:42:00
103320,1105,1191,NUR,MED,2010-12-07 17:42:00
103340,1191,1205,MED,NUR,2010-12-07 17:42:20
103340,1260,1362,MED,PAT,2010-12-07 17:42:20
103340,1221,1260,MED,MED,2010-12-07 17:42:20
103340,1221,1362,MED,PAT,2010-12-07 17:42:20
103340,1105,1191,NUR,MED,2010-12-07 17:42:20
103360,1191,1205,MED,NUR,2010-12-07 17:42:40
103360,1221,1260,MED,MED,2010-12-07 17:42:40
103360,1105,1191,NUR,MED,2010-12-07 17:42:40
103380,1221,1260,MED,MED,2010-12-07 17:43:00
103380,1221,1362,MED,PAT,2010-12-07 17:43:00
103400,1191,1205,MED,NUR,2010-12-07 17:43:20
103400,1221,1260,MED,MED,2010-12-07 17:43:20
103400,1105,1205,NUR,NUR,2010-12-07 17:43:20
103420,1098,1191,ADM,MED,2010-12-07 17:43:40
103420,1191,1205,MED,NUR,2010-12-07 17:43:40
103420,1221,1260,MED,MED,2010-12-07 17:43:40
103440,1196,1202,NUR,NUR,2010-12-07 17:44:00
103440,1191,1205,MED,NUR,2010-12-07 17:44:00
103440,1221,1260,MED,MED,2010-12-07 17:44:00
103460,1191,1205,MED,NUR,2010-12-07 17:44:20
103460,1260,1362,MED,PAT,2010-12-07 17:44:20
103460,1221,1260,MED,MED,2010-12-07 17:44:20
103460,1149,1202,NUR,NUR,2010-12-07 17:44:20
103480,1221,1260,MED,MED,2010-12-07 17:44:40
103480,1149,1202,NUR,NUR,2010-12-07 17:44:40
103500,1148,1191,MED,MED,2010-12-07 17:45:00
103500,1221,1260,MED,MED,2010-12-07 17:45:00
103500,1149,1202,NUR,NUR,2010-12-07 17:45:00
103520,1221,1260,MED,MED,2010-12-07 17:45:20
103520,1149,1202,NUR,NUR,2010-12-07 17:45:20
103520,1196,1221,NUR,MED,2010-12-07 17:45:20
103540,1221,1260,MED,MED,2010-12-07 17:45:40
103580,1105,1196,NUR,NUR,2010-12-07 17:46:20
103580,1221,1260,MED,MED,2010-12-07 17:46:20
103600,1221,1260,MED,MED,2010-12-07 17:46:40
103620,1196,1202,NUR,NUR,2010-12-07 17:47:00
103620,1221,1260,MED,MED,2010-12-07 17:47:00
103640,1196,1202,NUR,NUR,2010-12-07 17:47:20
103640,1221,1260,MED,MED,2010-12-07 17:47:20
103660,1221,1260,MED,MED,2010-12-07 17:47:40
